startup_name ;Industries;Location;Investor Name;Lead Investor ;Number of Investors;Funding Type ;Month;Day;Year
retrain.ai;Artificial Intelligence (AI), Developer APIs, Human Resources, Machine Learning, SaaS, Software;New York, New York, United States, North America;Square Peg Ventures, TechAviv Founder Partners;Square Peg Ventures;2;Series A;Mar;10;2021
DataGrail;Compliance, Cyber Security, Data Governance, Enterprise Software, Privacy;San Francisco, California, United States, North America;Amex Ventures, Basis Set Ventures, Ben Braverman, Cloud Apps Capital Partners, Dave Kellogg, Decent Capital, DocuSign, Felicis, Gunderson Dettmer, HubSpot Ventures, Joshua Browder, N47, Okta Ventures, Operator Collective;Felicis;14;Series B;Mar;10;2021
Flatfile;Cloud Data Services, CRM, Management Information Systems, SaaS, Software;Denver, Colorado, United States, North America;Afore Capital, Alumni Ventures, Ben Porterfield, Bossa Invest, Calvin French-Owen, Gradient, Hanover Technology Investment Management, Ilya Volodarsky, Jeff Queisser, Keenan Rice, Larry Gadea, Scale Venture Partners, Soma Capital, Sri Pangulur, Two Sigma Ventures, Workday Ventures;Scale Venture Partners;16;Series A;Mar;10;2021
Tetrate;Application Performance Management, Cloud Computing, Developer APIs, Developer Tools, DevOps, Enterprise Applications, IT Infrastructure, SaaS, Software;San Francisco, California, United States, North America;8VC, Dell Technologies Capital, Intel Capital, NTT Venture Capital, Samsung NEXT, Sapphire Ventures, Scale Venture Partners;Sapphire Ventures;7;Series B;Mar;10;2021
LinearB;Analytics, Information Technology, Machine Learning, Software;Santa Monica, California, United States, North America;83North, Ariel Maislos, Battery Ventures, TechAviv Founder Partners;Battery Ventures;4;Series A;Mar;10;2021
Replit;Artificial Intelligence (AI), Cloud Computing, Developer Tools, Information Technology, Software;Foster City, California, United States, North America;AIspace Ventures, Craft Ventures;Craft Ventures;2;Series B;mar;11;2021
Hugging Face;Artificial Intelligence (AI), Generative AI, Machine Learning, Natural Language Processing, Open Source, Software;Brooklyn, New York, United States, North America;A.Capital Ventures, Addition, Alex Wang, Augusto Marietti, Betaworks Ventures, Dev Ittycheria, Florian Douetteau, Kevin Durant, Lux Capital, Olivier Pomel, Paul St. John, Rich Kleiman, Richard Socher;Addition;13;Series B;Mar;11;2021
Bit Discovery;Information and Communications Technology (ICT), Information Technology, Internet, Software, Web Development;Santa Clara, California, United States, North America;Aligned Partners, Mighty Capital;Mighty Capital;2;Series B ;mar;12;2021
Genesis Global;Enterprise Software, Financial Services, FinTech, Information Technology, Software;Miami, Florida, United States, North America;Accel, Ameet Patel, Citi, GV, Illuminate Financial, Salesforce Ventures, Tribeca Early Stage Partners;Accel;7;Series B;Mar;15;2021
DeepSee.ai;Artificial Intelligence (AI), Data Center Automation, Machine Learning;Draper, Utah, United States, North America;AllegisCyber, Forgepoint Capital, Signal Peak Ventures;Forgepoint Capital;3;Series A;Mar;15;2021
SchooLinks;Analytics, Artificial Intelligence (AI), Career Planning, EdTech, Education, Information Services, Internet, SaaS, Social Media;Austin, Texas, United States, North America;Juvo Ventures, LiveOak Ventures, SJF Ventures;LiveOak Ventures;3;Series A;Mar;15;2021
Iridia ;Data Storage, Electronics, Health Care, Semiconductor;Carlsbad, California, United States, North America;ATEM Capital Fund LP, JSR, LifeSci Venture Partners, Longley Capital, North Sound Ventures, Pritzker/Vlock Family Office, Tech Coast Angels, Validus Growth Investors, Western Digital Capital;LifeSci Venture Partners;9;Series B;Mar;16;2021
Genomenon;Developer Tools, Enterprise Software, Genetics, Medical, Software;Ann Arbor, Michigan, United States, North America;Atain, BroadOak Capital Partners, Green Park & Golf Ventures, Invest Detroit Ventures, InvestMichigan, IrishAngels, Michigan Angel Fund, Michigan Rise, Red Cedar Ventures;_;9;Series A;Mar;16;2021
SafeGraph;Analytics, Artificial Intelligence (AI), Machine Learning, Software;Denver, Colorado, United States, North America;Alexander Rosen, DNX Ventures, Observer Capital, Peter Thiel, Sapphire Ventures;_;5;Series B;Mar;16;2021
Ravin AI;Auto Insurance, Automotive, InsurTech, Machine Learning, Mobile Apps, Quality Assurance, Software;Austin, Texas, United States, North America;FM Capital, Openlane, PICO Venture Partners, Rick Wagoner, Shell Ventures;Openlane;5;Series A;Mar;16;2021
3DLOOK;Artificial Intelligence (AI), Computer Vision, Machine Learning, Personalization, Retail Technology, Software;San Mateo, California, United States, North America;Almaz Capital, Network.VC, TMT Investments, Zubr Capital;Almaz Capital;4;Series A;Mar;16;2021
Docker;Developer Platform, Developer Tools, Information Technology, Software;Palo Alto, California, United States, North America;Benchmark, David J. Namdar, Insight Partners, Tribe Capital;Tribe Capital;4;Series B;Mar;16;2021
SEON;Fraud Detection, Identity Management, Machine Learning, Network Security, Risk Management;Austin, Texas, United States, North America;Charles Delingpole, Creandum, Discovery Ventures, Eamon Jubbawy, Laurence Krieger, Leo Nilsson, Maximilian Tayenthal, Peter O' Higgins, Portfolion Capital Partners, Valentin Stalf;Creandum;10;Series A;Mar;17;2021
Wiz;Cloud Security, Cyber Security, Enterprise Software, Security;New York, New York, United States, North America;Advent Venture Partners, Cyberstarts, Greenoaks, Index Ventures, Insight Partners, Sequoia Capital;_;6;Series B;Mar;17;2021
OctoAI;Artificial Intelligence (AI), Computer, Machine Learning, Software;Seattle, Washington, United States, North America;Addition, Amplify Partners, Madrona;Addition;3;Series B;Mar;17;2021
Swell;Information Technology, Internet, Marketing Automation, SaaS, Software;Salt Lake City, Utah, United States, North America;"
2.0 Ventures, Cultivation Capital, Teamworthy Ventures";2.0 Ventures;3;Series A;Mar;17;2021
Shelf Engine;Grocery, Machine Learning, Predictive Analytics, Sales Automation, Software, Waste Management;Seattle, Washington, United States, North America;1984 Ventures, Correlation Ventures, Firebolt Ventures, Foundation Capital, Founders' Co-op, General Catalyst, Initialized Capital, Notable Capital, Soma Capital;General Catalyst;9;Series B;Mar;18;2021
Visage;Analytics, Artificial Intelligence (AI), Crowdsourcing, Employment, Human Resources, Machine Learning, Recruiting, SaaS;Kyle, Texas, United States, North America;First Analysis, Newfund, Urban Innovation Fund;First Analysis;3;Series A;Mar;18;2021
VoiceOps;Business Development, Call Center, Consulting, SaaS, Sales, Sales Automation, Software;San Francisco, California, United States, North America;10X Capital, Bossa Invest;—;2;Series A;Mar;21;2021
Relimetrics;Aerospace, Analytics, Artificial Intelligence (AI), Automotive, Computer Vision, Electronics, Machine Learning, Plastics and Rubber Manufacturing, Quality Assurance, Software;Sunnyvale, California, United States, North America;Merus Capital, Newfund, Quest Venture Partners;Merus Capital;3;Series A;Mar;22;2021
Connectbase;Analytics, Location Based Services, Marketing Automation, SaaS;Westborough, Massachusetts, United States, North America;Ascent Venture Partners, Harbert Growth Partners, Nauta Capital, Osage Venture Partners;Harbert Growth Partners;4;Series B;Mar;22;2021
Language I/O;Communications Infrastructure, Customer Service, Machine Learning, SaaS, Translation Service;Cheyenne, Wyoming, United States, North America;Eric R. Schnadig, Golden Seeds, Gutbrain Ventures, Michael Wilens, Omega Venture Partners, PBJ Capital, Tom Axbey;Gutbrain Ventures, PBJ Capital;7;Series A;Mar;23;2021
AplliedVR;Enterprise Software, Health Care, Virtual Reality, Wellness;Van Nuys, California, United States, North America;Cedars-Sinai Accelerator, F-Prime, GSR Ventures, Jazz Venture Partners, Magnetic Ventures, Sway Ventures;"
F-Prime, Magnetic Ventures";6;Series A;Mar;23;2021
AKASA;Artificial Intelligence (AI), Health Care, Machine Learning;San Francisco, California, United States, North America;Andreessen Horowitz, Bond, Costanoa Ventures, Nancy Xiao;Bond, Nancy Xiao;4;Series B;Mar;23;2021
Middesk;Business Development, Enterprise Resource Planning (ERP), Enterprise Software, FinTech, Information Technology, Risk Management;San Francisco, California, United States, North America;Accel, Sequoia Capital, Y Combinator;Sequoia Capital;3;Series A;Mar;24;2021
Chord;CRM, E-Commerce, E-Commerce Platforms, SaaS;New York, New York, United States, North America;Eclipse Ventures, Forerunner, Foundation Capital, Index Ventures, Rose Street Capital, Thrive Capital, White Star Capital;Eclipse Ventures;7;Series A;Mar;24;2021
AnyRoad;Big Data, Enterprise Software, Information Technology, Marketing, Software;San Francisco, California, United States, North America;Andreessen Horowitz, Day One Ventures, Precursor Ventures, Rally Ventures, Runa Capital;Andreessen Horowitz, Runa Capital;5;Series A;Mar;24;2021
Polly;Big Data, Computer, Enterprise Software, Financial Services, FinTech;San Francisco, California, United States, North America;8VC, Base10 Partners, Conversion Capital, Fifth Wall, Menlo Ventures, Meritech Capital Partners;8VC;6;Series A;Mar;25;2021
Idelic;Enterprise Software, Fleet Management, Management Information Systems, Transportation;Pittsburgh, Pennsylvania, United States, North America;Asymmetric Capital Partners, AVP, Birchmere Ventures, Highland Capital Partners, Origin Ventures, SaaS Ventures, TDF Ventures;Highland Capital Partners;7;Series B;Mar;26;2021
Celential.ai;Artificial Intelligence (AI), Human Resources, Machine Learning, Recruiting;Sunnyvale, California, United States, North America;GSR Ventures, Spider Capital, TSVC;GSR Ventures;3;Series A;Mar;30;2021
KUDO;Enterprise Software, Events, Video Conferencing;New York, New York, United States, North America;Elephant, Felicis, FJ Labs, Global Founders Capital, Maverick Ventures, William Ackman;Felicis;6;Series A;Mar;30;2021
Spekit;Artificial Intelligence (AI), Content Marketing, CRM, Enterprise Software, Generative AI, Knowledge Management, SaaS, Sales Automation, Sales Enablement, Training;Denver, Colorado, United States, North America;Bonfire Ventures, Foundry Group, GTMfund, Matchstick Ventures, Operator Collective, Renegade Partners;Foundry Group, Renegade Partners;6;Series A;Mar;30;2021
Arovy;"
CRM, Information Technology, Productivity Tools, Software";Atlanta, Georgia, United States, North America;Craft Ventures, Kyle Porter, Parade Ventures, Slack Fund, Valor Equity Partners;Craft Ventures;5;Series A;Mar;30;2021
Lifelink Systems;Health Care, Internet, Medical, SaaS;San Francisco, California, United States, North America;Baleon Capital, DigiTx Partners, Primera Capital;DigiTx Partners;3;Series A;Mar;30;2021
ZEDEDA;Artificial Intelligence (AI), Cloud Computing, Cloud Data Services, Open Source, Software;San Jose, California, United States, North America;Almaz Capital, EDF North America Ventures, Energize Capital, H. Barton Asset Management, Juniper Networks, Lux Capital, Rockwell Automation;EDF North America Ventures, Juniper Networks, Rockwell Automation;7;Series A;Mar;31;2021
Windfall;Analytics, Artificial Intelligence (AI), Financial Services, Machine Learning, Software;San Francisco, California, United States, North America;Bonfire Ventures, Bullpen Capital, Cherubic Ventures, En Pointe, EPIQ Capital Group, ValueStream Ventures;En Pointe;6;Series A;Mar;31;2021
Auditoria.AI;Artificial Intelligence (AI), Finance, FinTech, Machine Learning, SaaS, Software;San Jose, California, United States, North America;B Capital, Engineering Capital, Firebolt Ventures, Neotribe Ventures, Venrock, Workday Ventures;Venrock;6;Series A;Mar;31;2021
Cresta;Artificial Intelligence (AI), Intelligent Systems, Machine Learning, Natural Language Processing, Telecommunications;Palo Alto, California, United States, North America;Allen & Company, Andreessen Horowitz, Greylock, Porsche Ventures, Sequoia Capital;Sequoia Capital;5;Series B;Mar;31;2021
Glean;Artificial Intelligence (AI), Enterprise Software, Generative AI, Machine Learning, Search Engine;"
Palo Alto, California, United States, North America";General Catalyst, Kleiner Perkins, Lightspeed Venture Partners, Slack Fund;General Catalyst;4;Series B;Mar;31;2021
Fundraise Up;Artificial Intelligence (AI), B2B, Enterprise Software, FinTech, Non Profit, Payments, Social Impact;Brooklyn, New York, United States, North America;Begin Capital, Telescope Partners;Telescope Partners;2;Series A;Apr;1;2021
Common Room;Artificial Intelligence (AI), Contact Management, Generative AI, Marketing Automation, Sales Automation;Seattle, Washington, United States, North America;01 Advisors, Greylock, Index Ventures, Madrona, Next Play Ventures;Greylock;5;Series B;Apr;1;2021
Emmersion;Artificial Intelligence (AI), EdTech, SaaS, Software;Lehi, Utah, United States, North America;Jeremy Andrus, NEXT Frontier Capital, Sepio Capital, Tamarak Capital;Sepio Capital;4;Series B;Apr;1;2021
Memfault;Developer Platform, Developer Tools, Information Technology, Internet of Things, SaaS, Software;San Francisco, California, United States, North America;Bragiel Brothers, Partech, S28 Capital, Uncork Capital;Partech;4;Series A;Apr;1;2021
Aimi;Artificial Intelligence (AI), Consumer Applications, Generative AI, Machine Learning, Music, Software;"
Austin, Texas, United States, North America";Endanik, Ethos VC, Randall Mays;_;3;Series A;Apr;5;2021
Lightmatter;Artificial Intelligence (AI), Data Center, Machine Learning, Semiconductor, Software;Mountain View, California, United States, North America;FAST — by GETTYLAB, GV, Hewlett Packard Enterprise, Lockheed Martin Ventures, Matrix, SBXi, SIP Global Partners, Spark Capital, Viking Global Investors;Viking Global Investors;9;Series B;Apr;6;2021
Semasio;Advertising, Cloud Computing, Cloud Data Services, Compliance, Enterprise Software, Marketing;Chicago, Illinois, United States, North America;Arcadian Capital, Entourage Effect Capital, George Steinbrenner, JW Asset Management, K2, Salveo Capital, Sol Global investments;JW Asset Management, Sol Global investments;7;Series B;Apr;6;2021
